0,-10.0
0,-9.797979797979798
0,-9.595959595959595
0,-9.393939393939394
0,-9.191919191919192
0,-8.98989898989899
0,-8.787878787878787
0,-8.585858585858587
0,-8.383838383838384
0,-8.181818181818182
0,-7.979797979797979
0,-7.777777777777778
0,-7.575757575757576
0,-7.373737373737374
0,-7.171717171717171
0,-6.96969696969697
0,-6.767676767676768
0,-6.565656565656566
0,-6.363636363636363
0,-6.161616161616162
0,-5.959595959595959
0,-5.757575757575758
0,-5.555555555555555
0,-5.353535353535354
0,-5.151515151515151
0,-4.94949494949495
0,-4.747474747474747
0,-4.545454545454546
0,-4.343434343434343
0,-4.141414141414142
1,-3.9393939393939394
0,-3.737373737373738
1,-3.5353535353535355
2,-3.333333333333333
1,-3.1313131313131315
0,-2.929292929292929
5,-2.7272727272727275
5,-2.525252525252525
4,-2.3232323232323235
11,-2.121212121212121
5,-1.9191919191919187
9,-1.717171717171718
10,-1.5151515151515156
11,-1.3131313131313131
10,-1.1111111111111107
14,-0.9090909090909101
14,-0.7070707070707076
13,-0.5050505050505052
28,-0.30303030303030276
31,-0.10101010101010033
23,0.10101010101010033
25,0.30303030303030276
41,0.5050505050505052
28,0.7070707070707076
35,0.9090909090909083
35,1.1111111111111107
40,1.3131313131313131
52,1.5151515151515156
36,1.7171717171717162
41,1.9191919191919187
49,2.121212121212121
34,2.3232323232323235
34,2.525252525252524
37,2.7272727272727266
32,2.929292929292929
25,3.1313131313131315
28,3.333333333333334
32,3.5353535353535346
28,3.737373737373737
17,3.9393939393939394
20,4.141414141414142
23,4.3434343434343425
17,4.545454545454545
20,4.747474747474747
16,4.94949494949495
16,5.1515151515151505
7,5.353535353535353
3,5.555555555555555
14,5.757575757575758
3,5.9595959595959584
0,6.161616161616163
4,6.363636363636363
3,6.565656565656564
2,6.767676767676768
0,6.969696969696969
2,7.171717171717173
2,7.373737373737374
0,7.575757575757574
0,7.777777777777779
1,7.979797979797979
0,8.18181818181818
0,8.383838383838384
0,8.585858585858585
0,8.787878787878789
0,8.98989898989899
0,9.19191919191919
0,9.393939393939394
0,9.595959595959595
0,9.7979797979798
