0,-10.0
0,-9.797979797979798
0,-9.595959595959595
0,-9.393939393939394
0,-9.191919191919192
0,-8.98989898989899
0,-8.787878787878787
0,-8.585858585858587
0,-8.383838383838384
0,-8.181818181818182
1,-7.979797979797979
0,-7.777777777777778
3,-7.575757575757576
1,-7.373737373737374
3,-7.171717171717171
2,-6.96969696969697
3,-6.767676767676768
0,-6.565656565656566
7,-6.363636363636363
8,-6.161616161616162
6,-5.959595959595959
6,-5.757575757575758
8,-5.555555555555555
8,-5.353535353535354
9,-5.151515151515151
24,-4.94949494949495
19,-4.747474747474747
23,-4.545454545454546
20,-4.343434343434343
18,-4.141414141414142
18,-3.9393939393939394
40,-3.737373737373738
27,-3.5353535353535355
38,-3.333333333333333
37,-3.1313131313131315
28,-2.929292929292929
56,-2.7272727272727275
51,-2.525252525252525
31,-2.3232323232323235
27,-2.121212121212121
38,-1.9191919191919187
41,-1.717171717171718
30,-1.5151515151515156
41,-1.3131313131313131
26,-1.1111111111111107
38,-0.9090909090909101
35,-0.7070707070707076
23,-0.5050505050505052
26,-0.30303030303030276
28,-0.10101010101010033
23,0.10101010101010033
18,0.30303030303030276
21,0.5050505050505052
14,0.7070707070707076
13,0.9090909090909083
13,1.1111111111111107
11,1.3131313131313131
4,1.5151515151515156
4,1.7171717171717162
7,1.9191919191919187
4,2.121212121212121
5,2.3232323232323235
4,2.525252525252524
1,2.7272727272727266
2,2.929292929292929
2,3.1313131313131315
3,3.333333333333334
1,3.5353535353535346
0,3.737373737373737
0,3.9393939393939394
0,4.141414141414142
1,4.3434343434343425
1,4.545454545454545
0,4.747474747474747
0,4.94949494949495
0,5.1515151515151505
0,5.353535353535353
0,5.555555555555555
0,5.757575757575758
0,5.9595959595959584
0,6.161616161616163
0,6.363636363636363
0,6.565656565656564
0,6.767676767676768
0,6.969696969696969
0,7.171717171717173
0,7.373737373737374
0,7.575757575757574
0,7.777777777777779
0,7.979797979797979
0,8.18181818181818
0,8.383838383838384
0,8.585858585858585
0,8.787878787878789
0,8.98989898989899
0,9.19191919191919
0,9.393939393939394
0,9.595959595959595
0,9.7979797979798
